Profile Output Table - Standard Table 1
HEC-RAS  Plan: Plan 05  Locations: User Defined 
                                                                                     
# Rivers            = 1 
# Hydraulic Reaches = 2 
# River Stations    = 2 
# Plans             = 1 
# Profiles          = 145 

 River            Reach            River Sta        Profile            Q Total 
 1                3                5000.00*         06NOV2025 0650       40.68 
 1                3                5000.00*         06NOV2025 0700       40.66 
 1                3                5000.00*         06NOV2025 0710       40.65 
 1                3                5000.00*         06NOV2025 0720       40.64 
 1                3                5000.00*         06NOV2025 0730       40.63 
 1                3                5000.00*         06NOV2025 0740       40.62 
 1                3                5000.00*         06NOV2025 0750       40.60 
 1                3                5000.00*         06NOV2025 0800       40.59 
 1                3                5000.00*         06NOV2025 0810       40.58 
 1                3                5000.00*         06NOV2025 0820       40.57 
 1                3                5000.00*         06NOV2025 0830       40.56 
 1                3                5000.00*         06NOV2025 0840       40.56 
 1                3                5000.00*         06NOV2025 0850       40.55 
 1                3                5000.00*         06NOV2025 0900       40.54 
 1                3                5000.00*         06NOV2025 0910       40.53 
 1                3                5000.00*         06NOV2025 0920       40.52 
 1                3                5000.00*         06NOV2025 0930       40.51 
 1                3                5000.00*         06NOV2025 0940       40.51 
 1                3                5000.00*         06NOV2025 0950       40.50 
 1                3                5000.00*         06NOV2025 1000       40.49 
 1                3                5000.00*         06NOV2025 1010       40.48 
 1                3                5000.00*         06NOV2025 1020       40.48 
 1                3                5000.00*         06NOV2025 1030       40.47 
 1                3                5000.00*         06NOV2025 1040       40.46 
 1                3                5000.00*         06NOV2025 1050       40.46 
 1                3                5000.00*         06NOV2025 1100       40.45 
 1                3                5000.00*         06NOV2025 1110       40.44 
 1                3                5000.00*         06NOV2025 1120       40.44 
 1                3                5000.00*         06NOV2025 1130       40.43 
 1                3                5000.00*         06NOV2025 1140       40.42 
 1                3                5000.00*         06NOV2025 1150       40.42 
 1                3                5000.00*         06NOV2025 1200       40.41 
 1                3                5000.00*         06NOV2025 1210       40.41 
 1                3                5000.00*         06NOV2025 1220       40.40 
 1                3                5000.00*         06NOV2025 1230       40.39 
 1                3                5000.00*         06NOV2025 1240       40.39 
 1                3                5000.00*         06NOV2025 1250       40.38 
 1                3                5000.00*         06NOV2025 1300       40.38 
 1                3                5000.00*         06NOV2025 1310       40.37 
 1                3                5000.00*         06NOV2025 1320       40.37 
 1                3                5000.00*         06NOV2025 1330       40.36 
 1                3                5000.00*         06NOV2025 1340       40.36 
 1                3                5000.00*         06NOV2025 1350       40.35 
 1                3                5000.00*         06NOV2025 1400       40.35 
 1                3                5000.00*         06NOV2025 1410       40.34 
 1                3                5000.00*         06NOV2025 1420       40.34 
 1                3                5000.00*         06NOV2025 1430       40.33 
 1                3                5000.00*         06NOV2025 1440       40.33 
 1                3                5000.00*         06NOV2025 1450       40.32 
 1                3                5000.00*         06NOV2025 1500       40.32 
 1                3                5000.00*         06NOV2025 1510       40.31 
 1                3                5000.00*         06NOV2025 1520       40.31 
 1                3                5000.00*         06NOV2025 1530       40.30 
 1                3                5000.00*         06NOV2025 1540       40.30 
 1                3                5000.00*         06NOV2025 1550       40.30 
 1                3                5000.00*         06NOV2025 1600       40.29 
 1                3                5000.00*         06NOV2025 1610       40.29 
 1                3                5000.00*         06NOV2025 1620       40.28 
 1                3                5000.00*         06NOV2025 1630       40.28 
 1                3                5000.00*         06NOV2025 1640       40.28 
 1                3                5000.00*         06NOV2025 1650       40.27 
 1                3                5000.00*         06NOV2025 1700       40.27 
 1                3                5000.00*         06NOV2025 1710       40.26 
 1                3                5000.00*         06NOV2025 1720       40.26 
 1                3                5000.00*         06NOV2025 1730       40.26 
 1                3                5000.00*         06NOV2025 1740       40.25 
 1                3                5000.00*         06NOV2025 1750       40.25 
 1                3                5000.00*         06NOV2025 1800       40.25 
 1                3                5000.00*         06NOV2025 1810       40.24 
 1                3                5000.00*         06NOV2025 1820       40.24 
 1                3                5000.00*         06NOV2025 1830       40.24 
 1                3                5000.00*         06NOV2025 1840       40.23 
 1                3                5000.00*         06NOV2025 1850       40.23 
 1                3                5000.00*         06NOV2025 1900       40.23 
 1                3                5000.00*         06NOV2025 1910       40.22 
 1                3                5000.00*         06NOV2025 1920       40.22 
 1                3                5000.00*         06NOV2025 1930       40.22 
 1                3                5000.00*         06NOV2025 1940       40.21 
 1                3                5000.00*         06NOV2025 1950       40.21 
 1                3                5000.00*         06NOV2025 2000       40.21 
 1                3                5000.00*         06NOV2025 2010       40.21 
 1                3                5000.00*         06NOV2025 2020       40.20 
 1                3                5000.00*         06NOV2025 2030       40.20 
 1                3                5000.00*         06NOV2025 2040       40.20 
 1                3                5000.00*         06NOV2025 2050       40.19 
 1                3                5000.00*         06NOV2025 2100       40.19 
 1                3                5000.00*         06NOV2025 2110       40.19 
 1                3                5000.00*         06NOV2025 2120       40.19 
 1                3                5000.00*         06NOV2025 2130       40.18 
 1                3                5000.00*         06NOV2025 2140       40.18 
 1                3                5000.00*         06NOV2025 2150       40.18 
 1                3                5000.00*         06NOV2025 2200       40.18 
 1                3                5000.00*         06NOV2025 2210       40.17 
 1                3                5000.00*         06NOV2025 2220       40.17 
 1                3                5000.00*         06NOV2025 2230       40.17 
 1                3                5000.00*         06NOV2025 2240       40.17 
 1                3                5000.00*         06NOV2025 2250       40.16 
 1                3                5000.00*         06NOV2025 2300       40.16 
 1                3                5000.00*         06NOV2025 2310       40.16 
 1                3                5000.00*         06NOV2025 2320       40.16 
 1                3                5000.00*         06NOV2025 2330       40.15 
 1                3                5000.00*         06NOV2025 2340       40.15 
 1                3                5000.00*         06NOV2025 2350       40.15 
 1                3                5000.00*         07NOV2025 0000       40.15 
                                                                                     
